ProteinGroup,S03,S05,S07,S11,S08,S14
d7361_a1,0,1,0,0,0,0
d6103_a1,0,1,0,0,0,0
d4908_a1,0,1,0,0,0,0
c450_a3,0,1,0,0,0,0
d8612_a1,0,1,0,0,0,0
d7470_a1,0,1,0,0,0,0
d7192_a1,0,0,0,1,0,0
d7250_a1,0,0,0,0,1,0
d4519_a1,0,1,0,0,0,0
d6279_a1,1,0,0,0,0,0
d7979_a1,0,1,0,0,0,0
d6950_a1,0,1,0,0,0,0
d7792_a1,0,1,0,0,0,0
d4726_a1,0,0,0,0,1,0
d7251_a1,0,0,0,0,0,1
d7543_a1,0,0,0,1,0,0
d4670_a1,1,0,0,0,0,0
d6671_a1,0,0,0,0,1,0
d6676_a1,0,1,0,0,0,0
d4675_a1,0,1,0,0,0,0
d7269_a1,0,0,0,0,0,1
d7822_a1,1,0,0,0,0,0
d6304_a1,0,0,0,0,1,0
d7328_a1,1,0,0,0,0,0
d5681_a1,0,1,0,0,0,0
d7548_a1,0,0,0,1,0,0
d8026_a1,0,1,0,0,0,0
d8123_a1,0,1,0,0,0,0
d8246_a1,1,0,0,0,0,0
d6984_a1,0,1,0,0,0,0
d4983_a1,0,0,0,1,0,0
d3969_a1,0,0,0,1,0,0
d7577_a1,0,0,0,1,0,0
d7797_a1,0,0,0,1,0,0
d6612_a1,0,0,0,1,0,0
d7484_a1,0,0,1,0,0,0
d5758_a1,0,1,0,0,0,0
d8339_a1,0,1,0,0,0,0
d6891_a1,0,0,0,1,0,0
d4455_a1,1,0,0,0,0,0
d4946_a1,1,0,0,0,0,0
d7915_a1,0,0,0,0,0,1
d8182_a1,0,0,0,0,1,0
d6494_a1,0,0,0,0,1,0
d2677_a3,0,1,0,0,0,0
d8300_a1,0,0,0,0,1,0
d7974_a1,1,0,0,0,0,0
d5740_a1,0,0,0,0,1,0
d8461_a1,0,0,0,1,0,0
d8068_a1,0,1,0,0,0,0
d6333_a1,1,0,0,0,0,0
d8787_a1,0,0,0,0,0,1
d7506_a1,0,1,0,0,0,0
d8520_a1,0,0,1,0,0,0
d8627_a1,0,0,0,0,0,1
d7818_a1,0,0,0,1,0,0
d6178_a1,0,0,1,0,0,0
d4763_a1,0,0,0,0,0,1
d6731_a1,1,0,0,0,0,0
d6515_a1,0,1,0,0,0,0
d4730_a1,0,0,0,0,0,1
d6457_a1,0,0,0,0,1,0
d4887_a1,0,0,0,1,0,0
d6828_a1,0,1,0,0,0,0
d7721_a1,0,0,0,0,1,0
d7109_a1,0,0,0,0,1,0
d4822_a1,0,1,0,0,0,0
d8650_a1,0,0,0,0,0,1
d6059_a1,0,0,0,1,0,0
d6730_a1,0,0,0,1,0,0
d8187_a1,0,1,0,0,0,0
d6557_a1,0,0,0,0,1,0
d6511_a1,0,0,1,0,0,0
d6456_a1,0,0,0,0,0,1
d7763_a1,1,0,0,0,0,0
d6338_a1,0,0,0,1,0,0
d4607_a1,0,0,0,1,0,0
d6300_a1,0,0,0,1,0,0
d6181_a1,0,1,0,0,0,0
d6237_a1,0,1,0,0,0,0
d7489_a1,0,1,0,0,0,0
d7759_a1,0,0,0,0,1,0
d8027_a1,0,0,1,0,0,0
d5974_a1,0,0,0,0,0,1
d6735_a1,0,1,0,0,0,0
d7603_a1,0,0,1,0,0,0
d6460_a1,0,1,0,0,0,0
d7662_a1,1,0,0,0,0,0
d5973_a1,0,0,0,0,1,0
d6240_a1,0,1,0,0,0,0
d4548_a1,0,0,0,0,1,0
d7002_a1,0,1,0,0,0,0
d5035_a1,0,1,0,0,0,0
d8788_a1,0,1,0,0,0,0
d6865_a1,0,1,0,0,0,0
d7919_a1,0,1,0,0,0,0
d6616_a1,0,0,0,1,0,0
d3839_a1,1,0,0,0,0,0
d5562_a1,0,1,0,0,0,0
d6085_a1,0,1,0,0,0,0
d6364_a1,1,0,0,0,0,0
d4419_a1,0,1,0,0,0,0
d5658_a1,0,0,0,0,1,0
d7914_a1,0,0,1,0,0,0
d6278_a1,1,0,0,0,0,0
d7292_a1,0,1,0,0,0,0
d6586_a1,0,0,0,0,1,0
d7485_a1,0,0,0,1,0,0
d7265_a1,0,0,0,0,0,1
d7855_a1,0,1,0,0,0,0
d6337_a1,0,0,0,0,0,1
d8783_a1,0,1,0,0,0,0
c501_a2,0,1,0,0,0,0
d8430_a1,0,1,0,0,0,0
d7726_a1,0,0,0,1,0,0
d5873_a1,0,0,0,0,1,0
d6423_a1,1,0,0,0,0,0
b87_a4,1,0,0,0,0,0
d7507_a1,0,0,0,1,0,0
d8215_a1,1,0,0,0,0,0
d8568_a1,1,0,0,0,0,0
d5903_a1,0,0,0,0,0,1
d6860_a1,0,1,0,0,0,0
d5127_a1,0,1,0,0,0,0
d5347_a1,0,1,0,0,0,0
d7388_a1,0,0,0,0,1,0
d6772_a1,1,0,0,0,0,0
d5932_a1,1,0,0,0,0,0
d7447_a1,0,1,0,0,0,0
d7667_a1,0,0,0,0,0,1
d8595_a1,0,0,0,0,0,1
d8097_a1,0,1,0,0,0,0
d8375_a1,0,0,1,0,0,0
d5781_a1,0,0,0,1,0,0
d5565_a1,0,1,0,0,0,0
d6203_a1,0,1,0,0,0,0
d6704_a1,1,0,0,0,0,0
d3921_a1,1,0,0,0,0,0
d8654_a1,0,1,0,0,0,0
c768_a4,0,0,0,1,0,0
d5844_a1,1,0,0,0,0,0
d6868_a1,0,0,0,0,0,1
d6709_a1,0,0,0,0,1,0
d7636_a1,0,1,0,0,0,0
d7073_a1,1,0,0,0,0,0
d7351_a1,0,0,1,0,0,0
d7131_a1,0,0,0,0,0,1
d6145_a1,0,0,0,1,0,0
d8401_a1,0,0,0,1,0,0
d7948_a1,0,1,0,0,0,0
d6204_a1,0,0,0,1,0,0
d6927_a1,0,0,0,0,0,1
d8122_a1,0,0,0,0,1,0
d5561_a1,1,0,0,0,0,0
d6869_a1,0,1,0,0,0,0
d5840_a1,0,0,0,1,0,0
d6924_a1,0,1,0,0,0,0
d5937_a1,0,0,0,1,0,0
d8064_a1,0,0,0,0,0,1
d6645_a1,0,0,0,1,0,0
d8658_a1,0,0,0,0,0,1
d4633_a1,0,0,0,1,0,0
d7076_a1,1,0,0,0,0,0
d6208_a1,0,0,0,0,0,1
d8717_a1,0,1,0,0,0,0
d8439_a1,0,0,0,0,1,0
d4575_a1,0,1,0,0,0,0
d7077_a1,1,0,0,0,0,0
d7910_a1,0,0,1,0,0,0
d8227_a1,0,0,0,1,0,0
d7291_a1,0,0,0,0,1,0
d6226_a1,0,0,0,1,0,0
d6872_a1,0,1,0,0,0,0
d7870_a1,0,0,0,0,1,0
d4871_a1,0,0,0,0,0,1
c304_a2,1,0,0,0,0,0
d6598_a1,0,0,0,0,0,1
d8501_a1,0,0,0,1,0,0
d6500_a1,0,1,0,0,0,0
d6805_a1,1,0,0,0,0,0
d4597_a1,1,0,0,0,0,0
d7596_a1,0,0,0,0,0,1
d5743_a1,0,0,0,0,1,0
d4440_a1,0,1,0,0,0,0
d7224_a1,0,0,0,1,0,0
d6441_a1,0,0,0,0,0,1
c796_a2,1,0,0,0,0,0
d8442_a1,0,0,0,1,0,0
d5959_a1,0,1,0,0,0,0
d5443_a1,0,0,0,1,0,0
d6111_a1,0,0,0,0,1,0
d6898_a1,0,0,0,1,0,0
d7313_a1,1,0,0,0,0,0
d7618_a1,0,1,0,0,0,0
d6957_a1,0,1,0,0,0,0
d7009_a1,0,0,0,0,0,1
d7039_a1,0,1,0,0,0,0
d6746_a1,0,1,0,0,0,0
d6167_a1,0,0,1,0,0,0
d5413_a1,0,0,1,0,0,0
d4930_a1,1,0,0,0,0,0
d8683_a1,1,0,0,0,0,0
d6657_a1,0,0,1,0,0,0
d7013_a1,0,0,0,1,0,0
d6687_a1,0,0,0,0,0,1
d8353_a1,0,0,0,0,0,1
d6010_a1,1,0,0,0,0,0
d5654_a1,0,0,0,0,1,0
d6137_a1,1,0,0,0,0,0
d8705_a1,0,0,1,0,0,0
d8257_a1,0,0,0,0,1,0
d6842_a1,0,1,0,0,0,0
d4834_a1,0,0,0,0,0,1
d4841_a1,0,0,0,1,0,0
d8531_a1,0,0,0,0,0,1
d7392_a1,0,1,0,0,0,0
d8264_a1,0,1,0,0,0,0
d8695_a1,0,0,0,1,0,0
d7774_a1,0,0,0,1,0,0
d7266_a1,0,0,1,0,0,0
d7102_a1,0,1,0,0,0,0
d5101_a1,0,0,0,0,0,1
d5970_a1,0,1,0,0,0,0
d7833_a1,0,0,0,0,0,1
d6776_a1,0,1,0,0,0,0
d6568_a1,0,1,0,0,0,0
d8569_a1,0,0,0,0,0,1
d4775_a1,1,0,0,0,0,0
d6961_a1,0,0,0,0,0,1
d8628_a1,0,0,0,1,0,0
d6835_a1,0,1,0,0,0,0
d8198_a1,0,0,0,0,0,1
d7648_a1,0,0,0,0,1,0
d8472_a1,0,1,0,0,0,0
d8041_a1,0,0,1,0,0,0
d7165_a1,0,0,0,0,0,1
d6783_a1,0,1,0,0,0,0
d6404_a1,0,0,0,1,0,0
d6352_a1,0,0,0,1,0,0
d8527_a1,0,0,0,1,0,0
d7655_a1,0,0,0,0,0,1
d6293_a1,1,0,0,0,0,0
d5469_a1,0,1,0,0,0,0
d6345_a1,0,0,0,1,0,0
d6901_a1,0,1,0,0,0,0
d5480_a1,0,0,0,0,1,0
d8468_a1,0,0,0,1,0,0
d5921_a1,1,0,0,0,0,0
d7714_a1,0,1,0,0,0,0
d7088_a1,0,1,0,0,0,0
d7536_a1,0,0,0,0,1,0
d4218_a1,0,1,0,0,0,0
d6560_a1,0,0,1,0,0,0
d4864_a1,1,0,0,0,0,0
d4811_a1,0,0,1,0,0,0
d7510_a1,0,0,0,1,0,0
d8539_a1,0,0,1,0,0,0
d5881_a1,0,1,0,0,0,0
d8130_a1,0,0,0,1,0,0
d7751_a1,0,0,0,1,0,0
d8587_a1,0,1,0,0,0,0
d5940_a1,0,1,0,0,0,0
d8754_a1,0,0,0,0,1,0
d7589_a1,0,0,0,0,1,0
d6174_a1,0,0,0,0,1,0
d6308_a1,0,0,0,0,0,1
d4478_a1,0,0,0,0,0,1
d6040_a1,0,0,1,0,0,0
d6107_a1,0,0,0,0,0,1
d7952_a1,0,0,1,0,0,0
d6549_a1,0,1,0,0,0,0
d4923_a1,1,0,0,0,0,0
d7840_a1,0,0,0,1,0,0
d5272_a1,1,0,0,0,0,0
d6219_a1,0,0,1,0,0,0
d7343_a1,1,0,0,0,0,0
d7922_a1,0,0,0,0,0,1
d5057_a1,0,1,0,0,0,0
d6590_a1,0,0,1,0,0,0
d7566_a1,0,0,0,1,0,0
d8509_a1,0,0,0,1,0,0
d7254_a1,1,0,0,0,0,0
d7402_a1,0,0,0,0,0,1
d5832_a1,0,0,0,1,0,0
d6263_a1,0,0,0,0,0,1
d8056_a1,0,0,0,0,1,0
d7128_a1,1,0,0,0,0,0
d8460_a1,0,0,0,0,0,1
d8383_a1,0,1,0,0,0,0
d4693_a1,0,1,0,0,0,0
d7195_a1,0,0,0,1,0,0
d8071_a1,1,0,0,0,0,0
d6823_a1,0,1,0,0,0,0
d6760_a1,0,1,0,0,0,0
d8004_a1,0,0,0,0,0,1
d7789_a1,0,1,0,0,0,0
c831_a2,0,0,0,1,0,0
d5116_a1,1,0,0,0,0,0
d7069_a1,0,1,0,0,0,0
d8724_a1,0,0,0,1,0,0
d3761_a1,0,0,0,1,0,0
d6931_a1,0,1,0,0,0,0
d3435_a1,0,0,0,1,0,0
d5996_a1,0,0,0,0,0,1
d4849_a1,0,1,0,0,0,0
d6375_a1,1,0,0,0,0,0
d6097_a1,0,0,1,0,0,0
d8334_a1,0,0,0,1,0,0
d8115_a1,0,0,0,1,0,0
d5666_a1,0,0,0,0,1,0
d6322_a1,0,1,0,0,0,0
d7737_a1,0,0,0,1,0,0
d8398_a1,0,0,0,0,1,0
d8149_a1,0,1,0,0,0,0
d6727_a1,0,1,0,0,0,0
d5276_a1,0,0,0,0,0,1
d8672_a1,1,0,0,0,0,0
d8423_a1,0,1,0,0,0,0
d7095_a1,0,0,0,0,1,0
d5821_a1,1,0,0,0,0,0
d6122_a1,0,0,0,1,0,0
d7154_a1,1,0,0,0,0,0
d7277_a1,1,0,0,0,0,0
d7028_a1,0,0,0,0,0,1
d8761_a1,1,0,0,0,0,0
d5981_a1,0,1,0,0,0,0
d4586_a1,0,0,0,1,0,0
d6282_a1,0,0,0,1,0,0
d8512_a1,0,1,0,0,0,0
d7585_a1,0,0,0,1,0,0
d8669_a1,0,1,0,0,0,0
d8238_a1,0,0,0,1,0,0
d8487_a1,0,0,0,1,0,0
d6853_a1,1,0,0,0,0,0
d5488_a1,0,0,1,0,0,0
d6912_a1,0,1,0,0,0,0
d6909_a1,0,0,0,0,1,0
d5491_a1,0,1,0,0,0,0
d6634_a1,1,0,0,0,0,0
d6942_a1,0,1,0,0,0,0
d5517_a1,0,1,0,0,0,0
d5910_a1,0,0,0,1,0,0
d8208_a1,0,1,0,0,0,0
d4645_a1,0,1,0,0,0,0
d6033_a1,0,0,1,0,0,0
d2518_a2,0,0,0,0,0,1
d5550_a1,0,1,0,0,0,0
d7065_a1,0,1,0,0,0,0
d7366_a1,1,0,0,0,0,0
d6193_a1,0,0,0,1,0,0
d7206_a1,0,1,0,0,0,0
d6575_a1,0,1,0,0,0,0
d7058_a1,0,0,0,0,0,1
d6939_a1,0,0,0,0,0,1
d6070_a1,0,0,0,0,1,0
d6905_a1,0,0,1,0,0,0
d7937_a1,0,0,0,1,0,0
d7496_a1,0,1,0,0,0,0
d5420_a1,0,0,0,0,1,0
d8145_a1,1,0,0,0,0,0
d7061_a1,0,1,0,0,0,0
d7429_a1,1,0,0,0,0,0
d4493_a1,0,0,0,0,1,0
d6668_a1,0,1,0,0,0,0
d8799_a1,1,0,0,0,0,0
d5914_a1,0,0,0,1,0,0
d8583_a1,0,0,0,1,0,0
d6126_a1,0,0,0,1,0,0
d8635_a1,0,0,0,0,0,1
d7492_a1,0,0,0,1,0,0
d6067_a1,0,0,0,0,1,0
d7770_a1,0,0,0,0,0,1
d8642_a1,0,0,0,1,0,0
d7099_a1,0,0,1,0,0,0
d7332_a1,1,0,0,0,0,0
d8086_a1,0,0,0,0,1,0
d8416_a1,0,0,0,1,0,0
d8364_a1,0,1,0,0,0,0
d4830_a1,0,0,0,1,0,0
d6508_a1,1,0,0,0,0,0
d4159_a1,0,0,0,0,0,1
d7273_a1,0,0,0,0,1,0
d8483_a1,0,0,0,1,0,0
d5918_a1,0,0,1,0,0,0
d8735_a1,0,1,0,0,0,0
d6311_a1,0,0,1,0,0,0
d5985_a1,0,0,0,0,0,1
d6037_a1,0,0,0,0,0,1
d4615_a1,0,1,0,0,0,0
d4968_a1,0,0,0,0,1,0
d7113_a1,1,0,0,0,0,0
d8019_a1,0,0,0,1,0,0
d7466_a1,0,0,0,1,0,0
d7555_a1,0,1,0,0,0,0
d7432_a1,0,0,0,0,0,1
d8268_a1,0,0,0,1,0,0
d6846_a1,0,0,1,0,0,0
d7681_a1,0,0,0,1,0,0
d7306_a1,0,1,0,0,0,0
d6753_a1,0,1,0,0,0,0
d4682_a1,0,0,0,1,0,0
d8360_a1,0,0,0,1,0,0
d7091_a1,0,0,0,0,0,1
d6252_a1,1,0,0,0,0,0
d4808_a1,0,1,0,0,0,0
d6197_a1,0,1,0,0,0,0
d7592_a1,0,0,0,0,0,1
d5677_a1,0,0,0,0,1,0
d6471_a1,0,0,0,1,0,0
d6723_a1,0,0,1,0,0,0
d8542_a1,0,0,0,1,0,0
d6222_a1,0,1,0,0,0,0
d7373_a1,0,0,0,0,1,0
d7967_a1,0,0,0,1,0,0
d7748_a1,0,1,0,0,0,0
d4998_a1,0,0,0,0,1,0
d7180_a1,0,1,0,0,0,0
d8601_a1,0,1,0,0,0,0
d7807_a1,0,0,0,1,0,0
d5736_a1,0,0,0,0,1,0
d8453_a1,0,0,0,1,0,0
d4749_a1,0,1,0,0,0,0
d6757_a1,0,0,0,0,0,1
d8765_a1,0,0,0,0,0,1
d5955_a1,0,0,0,0,1,0
d5454_a1,0,0,0,0,1,0
d3136_a4,1,0,0,0,0,0
d6694_a1,0,1,0,0,0,0
d8015_a1,0,0,0,1,0,0
d4522_a1,0,1,0,0,0,0
d7559_a1,0,1,0,0,0,0
d7150_a1,0,1,0,0,0,0
d8390_a1,0,0,1,0,0,0
d6319_a1,1,0,0,0,0,0
d7689_a1,0,0,0,0,0,1
d7020_a1,0,0,0,0,0,1
d8327_a1,1,0,0,0,0,0
d6660_a1,0,1,0,0,0,0
d6382_a1,1,0,0,0,0,0
d8049_a1,1,0,0,0,0,0
d7184_a1,0,0,1,0,0,0
d7525_a1,0,1,0,0,0,0
d2009_a2,0,0,0,0,1,0
d8731_a1,0,0,0,1,0,0
d5951_a1,0,0,0,1,0,0
d8175_a1,0,0,0,0,0,1
d6479_a1,1,0,0,0,0,0
d6534_a1,1,0,0,0,0,0
d4800_a1,0,1,0,0,0,0
d7024_a1,0,1,0,0,0,0
d6315_a1,0,1,0,0,0,0
d7685_a1,0,0,0,1,0,0
d7740_a1,0,0,0,0,1,0
d8108_a1,1,0,0,0,0,0
d6816_a1,0,1,0,0,0,0
d5395_a1,1,0,0,0,0,0
d7243_a1,0,0,0,1,0,0
d7521_a1,0,0,0,1,0,0
d4964_a1,0,1,0,0,0,0
d4686_a1,0,1,0,0,0,0
d8609_a1,0,1,0,0,0,0
d7302_a1,0,1,0,0,0,0
d5829_a1,1,0,0,0,0,0
d6976_a1,0,0,0,1,0,0
d8011_a1,0,1,0,0,0,0
d8769_a1,0,1,0,0,0,0
d6344_a1,0,0,0,1,0,0
d7211_a1,0,1,0,0,0,0
d8519_a1,0,0,0,1,0,0
d7199_a1,0,0,0,1,0,0
d6170_a1,0,1,0,0,0,0
d4948_a1,0,0,0,1,0,0
d8171_a1,0,1,0,0,0,0
d7862_a1,0,0,1,0,0,0
d8345_a1,0,0,0,1,0,0
c794_a2,0,0,0,0,0,1
d3755_a1,0,1,0,0,0,0
d5815_a1,0,0,0,1,0,0
d7537_a1,0,0,1,0,0,0
d6065_a1,0,0,0,1,0,0
d5536_a1,0,0,0,0,1,0
d7363_a1,0,0,0,1,0,0
d7757_a1,0,0,0,0,0,1
c968_a2,0,0,0,1,0,0
d6239_a1,0,0,0,1,0,0
d7431_a1,0,1,0,0,0,0
d6390_a1,1,0,0,0,0,0
d8565_a1,1,0,0,0,0,0
d6459_a1,0,1,0,0,0,0
d8404_a1,0,0,0,0,0,1
d7698_a1,0,0,0,1,0,0
d6738_a1,0,0,0,1,0,0
d8125_a1,0,0,0,1,0,0
d6775_a1,0,1,0,0,0,0
d6028_a1,0,0,0,0,0,1
d5793_a1,0,0,0,0,0,1
d4728_a1,0,0,0,1,0,0
d7921_a1,0,0,1,0,0,0
d7152_a1,0,1,0,0,0,0
d4622_a1,0,1,0,0,0,0
d7968_a1,0,1,0,0,0,0
d6276_a1,0,0,1,0,0,0
d4669_a1,1,0,0,0,0,0
d5105_a1,0,0,1,0,0,0
d3966_a1,0,0,0,1,0,0
d4449_a1,0,0,0,1,0,0
d7317_a1,1,0,0,0,0,0
d7372_a1,0,1,0,0,0,0
d8308_a1,0,1,0,0,0,0
d7825_a1,0,1,0,0,0,0
d6958_a1,0,0,0,0,1,0
d7038_a1,0,0,1,0,0,0
d7651_a1,0,1,0,0,0,0
d6555_a1,0,0,0,1,0,0
d5976_a1,0,0,0,1,0,0
d6614_a1,0,0,0,1,0,0
d4613_a1,1,0,0,0,0,0
d6834_a1,0,1,0,0,0,0
d7710_a1,0,1,0,0,0,0
d5697_a1,0,0,1,0,0,0
d7930_a1,0,1,0,0,0,0
d6019_a1,0,0,0,1,0,0
d7766_a1,0,0,0,1,0,0
d6564_a1,0,0,0,1,0,0
d6403_a1,1,0,0,0,0,0
d5870_a1,0,1,0,0,0,0
d7220_a1,0,0,0,0,0,1
d8528_a1,1,0,0,0,0,0
d6074_a1,0,0,0,1,0,0
d8202_a1,0,0,0,1,0,0
d6902_a1,0,0,0,1,0,0
d6949_a1,0,0,0,1,0,0
d7047_a1,0,1,0,0,0,0
d8249_a1,0,1,0,0,0,0
d7267_a1,0,0,0,0,0,1
d5920_a1,0,1,0,0,0,0
d8469_a1,0,0,0,1,0,0
d7106_a1,1,0,0,0,0,0
d6623_a1,0,0,0,1,0,0
d6843_a1,0,1,0,0,0,0
d6930_a1,0,1,0,0,0,0
d7959_a1,1,0,0,0,0,0
d6573_a1,0,1,0,0,0,0
d7986_a1,0,0,0,1,0,0
d8038_a1,0,1,0,0,0,0
d8221_a1,0,0,0,1,0,0
d6468_a1,0,0,0,1,0,0
d5074_a1,0,0,0,1,0,0
d6825_a1,0,0,0,0,1,0
d8500_a1,0,0,0,1,0,0
d7381_a1,0,0,0,0,0,1
d7161_a1,0,0,0,1,0,0
d6546_a1,0,0,0,1,0,0
d7785_a1,0,0,0,1,0,0
d6093_a1,0,0,0,0,1,0
d4976_a1,0,0,0,0,0,1
d7202_a1,1,0,0,0,0,0
d6967_a1,0,0,0,1,0,0
d8354_a1,0,0,0,0,1,0
d6688_a1,0,1,0,0,0,0
d8001_a1,1,0,0,0,0,0
d5911_a1,0,1,0,0,0,0
d8162_a1,0,0,0,0,1,0
d6605_a1,1,0,0,0,0,0
d5573_a1,0,1,0,0,0,0
d7286_a1,0,0,0,0,0,1
d8295_a1,0,0,0,1,0,0
d5412_a1,1,0,0,0,0,0
d8537_a1,0,0,0,1,0,0
d6248_a1,0,0,0,1,0,0
d8699_a1,0,0,1,0,0,0
d3879_a1,0,1,0,0,0,0
d4697_a1,0,0,0,1,0,0
d6189_a1,0,0,0,1,0,0
d7143_a1,0,0,0,1,0,0
d4582_a1,0,1,0,0,0,0
d7903_a1,0,0,0,1,0,0
d6105_a1,0,0,0,0,1,0
d7422_a1,0,0,0,0,0,1
d6986_a1,0,1,0,0,0,0
d8556_a1,0,1,0,0,0,0
d8382_a1,0,0,0,0,0,1
d7519_a1,0,0,0,0,1,0
d8615_a1,1,0,0,0,0,0
d7403_a1,0,0,0,1,0,0
d6106_a1,0,0,0,1,0,0
d6326_a1,0,0,0,1,0,0
d8720_a1,1,0,0,0,0,0
d6152_a1,0,1,0,0,0,0
d7623_a1,0,0,0,0,0,1
d6210_a1,0,0,0,0,1,0
d7565_a1,0,0,0,0,0,1
d6047_a1,0,0,0,0,0,1
d5889_a1,0,1,0,0,0,0
d7624_a1,0,0,0,0,0,1
d6046_a1,0,0,0,1,0,0
d8057_a1,0,0,0,0,0,1
d7844_a1,1,0,0,0,0,0
d7084_a1,0,1,0,0,0,0
d7019_a1,0,0,0,1,0,0
d8336_a1,0,0,0,1,0,0
d5496_a1,0,0,0,0,1,0
d4860_a1,1,0,0,0,0,0
d7739_a1,0,0,0,1,0,0
d6592_a1,1,0,0,0,0,0
d4737_a1,0,0,0,1,0,0
d6211_a1,0,0,0,1,0,0
d4200_a1,0,1,0,0,0,0
d6431_a1,1,0,0,0,0,0
d6651_a1,0,1,0,0,0,0
d7738_a1,0,0,0,1,0,0
d7239_a1,1,0,0,0,0,0
d5834_a1,0,1,0,0,0,0
d8497_a1,0,1,0,0,0,0
d4581_a1,0,0,0,1,0,0
d6710_a1,0,1,0,0,0,0
d6689_a1,1,0,0,0,0,0
d8000_a1,0,0,0,1,0,0
d6092_a1,0,1,0,0,0,0
d6701_a1,0,1,0,0,0,0
d7382_a1,0,0,0,0,1,0
d8093_a1,0,0,0,0,0,1
d4793_a1,0,0,0,1,0,0
d3736_a1,0,0,0,1,0,0
d6422_a1,1,0,0,0,0,0
d6604_a1,0,0,0,0,1,0
d6650_a1,0,0,0,1,0,0
d5124_a1,0,0,0,0,0,1
d6430_a1,0,1,0,0,0,0
d8431_a1,0,0,0,0,0,1
d4603_a1,0,0,0,1,0,0
d6824_a1,0,0,0,0,0,1
d5842_a1,1,0,0,0,0,0
d6325_a1,0,0,0,1,0,0
d6371_a1,1,0,0,0,0,0
d6968_a1,0,0,0,0,1,0
d7230_a1,0,0,1,0,0,0
d5403_a1,0,1,0,0,0,0
d8372_a1,1,0,0,0,0,0
d5027_a1,0,0,0,1,0,0
d6642_a1,0,0,0,0,1,0
d8220_a1,0,0,0,1,0,0
d6469_a1,0,0,0,1,0,0
d4294_a1,1,0,0,0,0,0
d4815_a1,0,1,0,0,0,0
d6861_a1,0,1,0,0,0,0
d6202_a1,0,1,0,0,0,0
d4008_a1,0,1,0,0,0,0
d8698_a1,0,0,0,0,0,1
d6363_a1,1,0,0,0,0,0
d5880_a1,1,0,0,0,0,0
d8161_a1,0,0,0,0,0,1
d8318_a1,1,0,0,0,0,0
d6114_a1,0,0,0,1,0,0
d6582_a1,0,0,0,1,0,0
d5440_a1,0,0,0,0,1,0
d6334_a1,1,0,0,0,0,0
d7221_a1,1,0,0,0,0,0
d7488_a1,0,0,1,0,0,0
d6180_a1,0,1,0,0,0,0
d7880_a1,1,0,0,0,0,0
d8529_a1,1,0,0,0,0,0
d7500_a1,0,1,0,0,0,0
d7767_a1,0,0,0,1,0,0
d8212_a1,0,1,0,0,0,0
d5871_a1,0,0,0,0,0,1
d7171_a1,1,0,0,0,0,0
d8211_a1,0,0,0,0,0,1
d8199_a1,0,0,1,0,0,0
d7391_a1,0,0,0,1,0,0
d7441_a1,0,1,0,0,0,0
d7268_a1,0,1,0,0,0,0
d7001_a1,0,0,1,0,0,0
d8309_a1,0,0,0,1,0,0
d7720_a1,0,0,0,1,0,0
d7978_a1,0,1,0,0,0,0
d8689_a1,1,0,0,0,0,0
d7390_a1,0,1,0,0,0,0
d4604_a1,1,0,0,0,0,0
d7987_a1,1,0,0,0,0,0
d5966_a1,0,0,0,0,0,1
d3677_a1,0,0,0,1,0,0
d4390_a1,1,0,0,0,0,0
d7881_a1,1,0,0,0,0,0
d3429_a1,0,0,0,1,0,0
d3429_a2,0,0,1,0,0,0
d6495_a1,1,0,0,0,0,0
d6774_a1,0,1,0,0,0,0
d6115_a1,0,1,0,0,0,0
d8652_a1,0,0,0,1,0,0
d4389_a1,0,0,0,1,0,0
d8403_a1,0,0,0,0,1,0
d8287_a1,0,0,0,1,0,0
d1168_a2,0,1,0,0,0,0
d8373_a1,0,1,0,0,0,0
d5710_a1,0,1,0,0,0,0
d8065_a1,0,1,0,0,0,0
d6238_a1,0,0,0,1,0,0
d4545_a1,0,0,0,1,0,0
c755_a2,0,1,0,0,0,0
d8344_a1,0,1,0,0,0,0
d7729_a1,0,1,0,0,0,0
d5784_a1,0,1,0,0,0,0
d6517_a1,0,0,0,1,0,0
d6996_a1,0,1,0,0,0,0
d8124_a1,0,1,0,0,0,0
d7509_a1,1,0,0,0,0,0
d8067_a1,0,0,0,1,0,0
d4949_a1,0,0,0,1,0,0
d3832_a1,0,0,1,0,0,0
d6275_a1,0,1,0,0,0,0
d6994_a1,1,0,0,0,0,0
d6335_a1,0,0,0,1,0,0
d8432_a1,0,0,0,0,0,1
d4508_a1,0,0,0,0,0,1
d8625_a1,0,1,0,0,0,0
d6519_a1,0,0,0,1,0,0
d6362_a1,0,0,1,0,0,0
d6201_a1,0,0,0,1,0,0
c286_a2,0,0,0,0,0,1
d6959_a1,0,1,0,0,0,0
d6739_a1,0,0,0,1,0,0
d4888_a1,1,0,0,0,0,0
d8566_a1,1,0,0,0,0,0
d8711_a1,0,0,0,0,0,1
d4947_a1,0,1,0,0,0,0
d8786_a1,0,0,0,0,1,0
d8405_a1,0,0,1,0,0,0
d6862_a1,0,1,0,0,0,0
d7949_a1,0,1,0,0,0,0
d8785_a1,1,0,0,0,0,0
d7294_a1,0,0,0,0,0,1
d8564_a1,0,1,0,0,0,0
d6055_a1,1,0,0,0,0,0
d7795_a1,0,1,0,0,0,0
d4729_a1,0,1,0,0,0,0
