ProteinGroup,S03,S05,S07,S11,S08,S14
d1975_a1,18,53,6,31,8,0
c340_a1,35,44,0,16,21,0
d1261_a1,26,26,8,22,15,19
d1807_a1,23,42,8,29,0,14
c542_a3,18,15,7,47,12,18
b69_a6,18,24,4,25,32,14
c887_a2,20,30,8,37,12,10
c607_a1,26,30,14,23,18,6
c509_a2,20,23,9,33,30,2
c341_a1,18,24,4,25,10,36
d1256_a1,18,21,7,57,12,2
c691_a1,38,54,0,9,17,0
c445_a2,17,25,4,23,15,34
c294_a2,16,19,1,60,17,5
c888_a2,21,26,10,36,19,6
c904_a1,14,25,9,22,12,36
c166_a1,11,18,6,57,9,17
c409_a1,17,18,10,31,11,32
b32_a3,31,37,4,21,15,11
c432_a1,23,30,13,26,17,10
c256_a1,17,29,5,30,20,18
c696_a1,22,21,12,17,17,30
d1102_a1,42,42,0,11,18,6
a1_b25,12,17,0,52,4,35
c608_a1,16,27,6,12,12,47
c408_a1,13,22,2,27,20,36
d1260_a1,31,37,2,6,10,34
d1262_a1,17,27,16,43,12,5
c406_a1,17,27,8,53,15,0
c111_a1,12,15,2,55,5,31
c566_a1,22,34,8,45,7,4
d1179_a1,25,33,9,25,11,17
c572_a1,23,37,8,14,20,18
d1255_a1,30,53,0,28,6,3
c570_a1,13,19,19,22,18,29
b59_a4,16,20,7,21,27,30
d1360_a1,23,21,12,36,17,12
c433_a1,24,27,8,29,13,20
c962_a1,22,27,7,21,15,29
d1101_a1,19,28,13,23,23,15
c721_a2,39,45,6,13,9,9
a9_a7,15,24,8,55,17,3
c195_a3,21,27,6,45,23,0
a8_a8,15,26,6,35,18,22
d1450_a1,34,38,10,16,18,6
d1667_a1,26,26,9,41,20,0
c431_a1,18,32,16,27,18,11
d1258_a1,21,38,3,14,18,28
c782_a1,20,28,7,21,22,24
d1548_a1,27,42,2,26,26,0
c657_a1,16,30,6,14,13,44
d2154_a1,21,24,6,40,26,6
c291_a1,24,33,6,23,13,24
c410_a1,18,22,7,20,18,38
c184_a1,13,23,4,31,13,40
c835_a1,26,23,7,16,20,32
c900_a1,16,17,14,54,23,0
c653_a1,37,49,0,19,17,3
c492_a1,19,30,11,11,20,34
c837_a1,10,12,11,19,30,43
b87_a1,43,51,1,26,1,3
c571_a1,24,35,3,12,14,37
d1024_a1,31,38,8,20,11,17
c834_a1,24,40,8,13,27,13
c609_a1,14,25,4,26,19,38
c317_a1,32,42,3,26,18,5
c898_a1,22,33,8,46,17,0
c569_a1,24,26,13,21,18,24
c958_a1,25,33,4,32,20,12
c833_a1,17,22,3,17,20,47
c567_a1,33,36,2,27,25,3
a1_b33,15,21,4,49,12,26
a9_b10,34,53,0,18,22,0
c905_a1,20,19,7,26,15,40
d1259_a1,22,34,9,17,24,21
c491_a1,22,30,12,24,15,24
c617_a2,18,33,9,28,6,33
c606_a1,19,23,11,21,26,27
d1449_a1,14,18,8,49,30,8
c737_a1,15,31,8,37,13,23
d1180_a1,11,17,11,62,24,2
c780_a1,19,39,10,28,15,17
d1020_a1,19,29,1,38,37,4
b24_a3,31,33,0,49,13,3
c348_a5,13,43,11,32,30,0
c656_a1,21,24,11,16,26,31
c179_a1,13,35,4,37,5,35
d1666_a1,7,7,13,48,50,4
c830_a1,22,35,10,23,18,21
c754_a2,20,29,6,40,13,22
c542_a2,22,37,6,38,16,11
d1357_a1,15,24,10,43,24,14
c381_a1,19,24,5,38,13,31
c632_a2,22,24,3,38,22,21
c301_a4,20,19,6,46,21,19
c906_a1,22,26,6,28,22,27
c404_a1,16,21,3,45,8,38
c955_a3,17,35,11,36,23,9
c481_a3,30,32,10,32,19,8
c963_a1,22,22,8,16,23,40
d1257_a1,23,36,7,24,27,14
c545_a1,17,30,10,35,27,12
c730_a1,21,41,6,30,19,14
a1_b65,23,37,6,45,21,0
c735_a1,21,33,9,30,15,24
d1670_a1,20,26,8,18,23,37
d1358_a1,15,31,12,19,26,29
c337_a1,20,27,12,39,20,14
a7_a2,19,22,6,32,21,33
c692_a1,17,22,7,32,39,16
c405_a1,18,27,5,24,20,39
a1_b31,16,17,4,46,12,39
c407_a1,15,29,6,24,12,48
c272_a1,13,17,10,25,20,49
d1100_a1,34,43,3,14,11,29
d1360_a3,27,27,9,44,20,8
b65_a3,19,40,5,30,16,25
c733_a1,36,59,0,19,18,3
c781_a1,15,35,11,28,14,32
d1664_a1,24,36,8,32,32,3
c380_a1,23,20,14,34,15,29
c518_a1,29,40,1,27,13,25
c430_a1,22,30,15,26,18,24
d3180_a1,50,44,2,14,8,17
d1356_a1,12,50,6,35,7,26
d1546_a1,23,41,6,47,13,6
c826_a1,29,36,7,34,20,10
d1099_a1,28,41,0,36,31,0
c568_a1,17,23,5,29,13,50
a1_b50,16,31,8,15,13,54
c694_a1,23,28,8,30,29,19
c690_a1,25,31,6,23,29,23
c731_a1,50,61,1,10,14,1
c654_a1,32,32,6,24,26,17
c736_a1,20,22,12,16,16,51
c902_a1,22,27,10,19,14,45
c734_a1,19,36,7,28,32,16
c544_a1,41,58,0,18,19,2
c229_a1,24,24,18,38,18,16
c516_a1,26,40,6,17,28,21
c829_a1,23,33,5,22,18,38
c239_a3,31,48,1,30,29,0
d1017_a1,18,28,11,58,22,2
b62_a2,14,22,20,30,28,25
c903_a1,33,32,8,15,16,35
b83_a1,20,24,4,80,12,0
c246_a2,37,46,4,32,19,2
d1805_a1,18,24,13,52,25,8
d1019_a1,25,41,9,23,19,24
d1551_a1,30,30,10,41,8,22
c827_a1,11,16,16,50,32,16
a1_b67,23,33,8,56,22,0
c831_a1,20,29,11,36,21,25
d1447_a1,26,32,18,45,21,0
d2369_a1,22,22,6,49,19,24
a1_b27,14,23,6,49,6,45
c596_a4,27,36,6,36,34,4
c247_a3,32,45,4,34,28,0
c358_a1,24,32,6,46,19,16
d2885_a1,19,34,8,36,29,17
d1973_a1,13,26,11,39,50,4
c178_a1,19,35,11,23,10,45
a1_b53,22,21,15,60,17,9
a1_b26,27,39,5,58,15,0
b35_a5,15,32,8,37,25,27
c128_a3,13,29,3,36,31,32
c901_a1,30,34,10,22,9,39
a1_b44,23,36,6,34,24,22
c650_a1,24,39,12,24,25,21
c225_a2,42,50,0,22,28,4
d1355_a1,27,37,2,48,29,3
d1547_a1,12,14,15,74,30,1
c779_a1,33,41,9,33,14,16
c171_a2,31,37,6,30,26,16
c402_a1,28,34,7,31,21,25
c403_a1,19,22,6,38,13,48
b69_a5,29,60,1,23,30,4
c825_a1,27,42,4,37,14,23
c543_a1,42,60,0,17,23,5
b63_a1,18,20,4,66,11,28
c335_a1,45,52,0,22,25,4
d1018_a1,25,65,3,40,15,0
d1806_a1,19,26,5,29,12,57
c404_a5,14,12,21,58,36,8
c655_a1,22,25,9,24,14,55
c791_a2,26,30,8,55,18,12
d1178_a1,15,54,2,45,29,4
c228_a1,20,25,13,27,23,41
c728_a1,41,80,0,16,12,0
c489_a1,25,52,12,21,10,30
c647_a1,39,58,2,25,20,6
c651_a1,23,30,11,33,18,35
c316_a1,20,25,11,34,21,40
c649_a1,23,44,3,35,19,28
c183_a1,33,40,4,67,8,0
c255_a1,27,32,7,36,16,34
c542_a1,40,59,1,29,21,2
d1094_a1,50,49,1,21,30,1
c652_a1,23,22,7,41,20,39
c648_a1,34,49,7,16,18,28
c455_a1,29,34,4,30,17,38
c815_a2,22,42,16,50,10,13
d1096_a1,32,32,7,41,40,1
d1098_a1,13,25,7,46,23,39
a9_a8,16,34,9,86,9,0
c828_a1,19,24,10,32,38,31
a2_a5,17,24,3,83,27,0
c336_a1,34,35,7,33,18,27
a1_b23,19,23,7,64,6,36
c271_a1,18,23,6,24,27,57
c338_a1,17,23,7,30,22,56
c243_a1,29,42,8,49,26,1
d1665_a1,30,42,0,27,25,31
c517_a1,53,58,1,21,19,3
c899_a1,24,33,6,39,22,31
d1254_a1,21,43,13,51,26,2
c732_a1,21,31,5,42,25,33
d2367_a1,35,46,3,42,21,10
c734_a2,22,36,11,26,39,23
c689_a1,23,23,11,52,17,31
d1445_a1,36,70,5,28,17,2
d1359_a1,31,38,12,26,20,31
c646_a1,29,32,8,22,18,50
c401_a1,37,49,10,40,23,0
c565_a1,25,35,4,36,39,20
d1177_a1,49,41,4,45,18,2
c645_a1,26,31,9,27,26,40
c247_a5,30,39,15,35,30,11
c124_a2,34,48,8,34,23,13
c604_a1,38,40,4,25,31,22
b59_a8,32,39,6,47,20,18
c128_a4,27,23,6,30,26,50
c601_a1,23,37,13,37,30,22
c177_a1,19,18,8,63,14,40
b35_a3,30,39,10,35,18,31
c247_a4,27,36,13,32,33,22
c333_a1,27,33,15,50,35,3
c488_a1,29,40,7,31,28,28
c824_a1,32,35,5,22,13,56
c289_a1,41,65,4,26,26,2
c290_a1,16,21,21,61,37,8
c777_a1,52,73,1,13,24,1
c687_a1,27,27,7,52,22,29
c207_a1,25,27,9,39,24,40
c334_a1,25,25,9,34,35,37
c176_a1,35,38,8,43,27,14
c602_a1,22,38,14,42,13,36
c457_a1,30,38,4,25,26,42
c776_a1,45,42,8,45,15,10
c445_a4,31,54,4,24,16,37
c145_a1,20,25,11,63,15,32
c896_a1,30,63,0,41,17,15
d1804_a1,26,55,7,41,19,18
d2368_a1,47,69,2,33,15,0
d1095_a1,40,32,6,50,27,11
b79_a1,20,25,5,64,15,38
c643_a1,25,28,30,44,39,1
c201_a1,26,39,2,28,14,58
a1_b22,51,62,0,38,17,0
d2152_a1,47,62,4,33,22,0
c254_a1,23,26,16,44,40,20
c729_a1,27,38,15,34,24,31
c688_a1,44,36,5,28,30,26
c603_a1,13,25,28,49,27,27
c456_a1,24,19,23,27,47,29
a1_b47,21,40,7,76,26,0
c486_a1,24,32,8,42,39,25
c195_a2,47,63,4,31,26,0
c429_a1,20,31,7,24,36,53
c605_a1,18,35,20,29,15,54
c726_a1,27,29,18,59,24,14
c120_a5,32,45,8,41,25,21
c957_a1,17,25,19,76,27,8
d1253_a1,51,52,3,22,18,27
c253_a1,25,42,9,17,31,49
d1097_a1,31,46,7,18,13,58
c727_a1,28,37,7,24,33,45
c487_a1,24,33,10,22,25,60
c563_a1,22,36,12,48,27,29
c956_a1,41,49,13,37,16,18
c514_a1,18,19,18,49,35,35
d2153_a1,34,37,12,36,20,35
c515_a1,23,40,8,28,35,40
c641_a1,11,9,16,74,24,40
c128_a5,23,45,5,49,33,20
d1545_a1,41,46,10,40,14,24
d1446_a1,40,44,8,49,18,16
d1092_a1,22,33,15,67,16,22
c642_a1,36,42,9,38,23,27
d1663_a1,39,53,13,36,20,15
c778_a1,26,40,17,45,36,12
d1093_a1,21,36,10,49,23,37
c685_a1,35,57,0,41,41,2
d1014_a1,53,53,14,39,10,8
c120_a3,33,45,8,41,28,23
c511_a1,28,22,14,85,23,6
c449_a3,51,78,1,22,19,8
c541_a1,25,41,16,47,19,31
c287_a1,15,26,9,48,27,54
d1974_a1,36,50,12,36,26,19
c138_a3,20,26,10,44,30,50
c895_a1,56,69,1,22,32,0
c600_a1,29,46,21,26,31,27
c117_a2,20,29,8,61,18,45
c377_a1,33,44,11,37,17,39
c227_a1,36,53,2,55,26,9
d1016_a1,24,39,21,48,16,33
b35_a7,51,64,5,41,18,3
d1015_a1,18,39,16,48,27,34
c540_a1,31,43,10,43,24,32
c186_a4,44,89,4,26,16,4
c126_a1,23,38,14,71,11,26
c640_a1,24,34,5,26,26,68
c564_a1,34,39,12,30,32,36
c638_a1,38,46,8,46,16,29
c123_a4,47,63,4,25,31,14
a1_b20,26,34,8,73,23,21
c450_a1,60,66,3,20,32,4
c485_a1,22,39,12,31,19,62
d1544_a1,32,38,15,48,30,22
c378_a1,38,38,7,40,22,40
c644_a1,14,24,12,69,43,24
c454_a1,26,22,16,38,14,70
c242_a1,21,36,11,48,27,44
d1252_a1,34,45,19,41,36,12
c428_a1,21,53,17,37,35,24
a1_b24,31,48,9,41,21,38
a1_b62,22,27,22,91,22,4
c252_a1,38,67,15,43,20,6
c288_a1,26,33,13,36,20,62
d1175_a1,41,66,9,19,24,31
c150_a2,27,61,7,53,21,21
b20_a7,59,55,7,17,38,15
b55_a1,73,83,0,32,3,0
c144_a1,24,41,10,51,16,49
b11_a2,36,40,6,85,23,2
a8_b16,57,88,1,22,7,17
c449_a2,51,67,4,36,28,7
c251_a1,32,38,19,55,25,24
c453_a1,26,40,10,30,31,56
c226_a1,19,32,12,47,26,57
c557_a3,26,42,13,45,25,43
c513_a1,22,27,11,28,24,83
c372_a1,58,88,1,27,17,4
c599_a1,24,20,18,86,34,13
c897_a1,44,61,10,34,7,39
c376_a1,55,76,0,43,20,2
c726_a2,17,55,13,85,19,7
c375_a1,31,46,13,51,20,36
c891_a1,32,44,18,87,14,2
c400_a1,29,43,14,27,34,50
c315_a1,30,54,11,17,21,64
c379_a1,22,31,11,42,26,65
d1444_a1,52,77,14,26,13,15
c893_a1,34,55,12,40,38,19
c481_a2,48,65,3,48,34,0
c537_a2,43,42,15,63,27,8
c399_a1,33,43,19,29,30,44
c452_a1,30,51,10,34,28,45
c311_a1,60,70,0,35,30,4
c186_a3,54,63,9,26,26,21
c294_a3,34,45,9,39,34,38
c120_a2,37,52,10,50,26,24
c639_a1,41,44,10,31,17,56
c562_a1,33,32,20,34,30,50
c557_a2,38,45,17,49,32,19
c892_a1,34,42,13,61,25,25
c141_a2,25,48,13,94,16,4
d1091_a1,46,41,12,51,12,38
a1_b19,22,32,5,73,16,53
c312_a1,55,65,0,47,33,1
c114_a2,31,40,7,89,11,24
c582_a3,31,48,25,54,34,10
c217_a1,31,57,17,35,29,33
c775_a1,50,70,12,24,16,30
c314_a1,26,48,13,36,42,37
c279_a3,37,36,11,41,37,41
c310_a1,37,68,7,47,27,19
c157_a1,29,44,9,62,26,35
c222_a2,45,54,6,45,26,29
c451_a1,23,40,8,41,35,59
c286_a1,39,35,19,71,17,25
c537_a1,34,56,20,71,24,2
c313_a1,40,41,13,57,19,37
c684_a1,48,66,11,34,18,31
c820_a1,40,60,18,56,25,9
c143_a1,24,44,9,68,11,52
c683_a1,25,34,24,73,32,21
c449_a4,53,57,10,55,19,16
c239_a1,57,74,1,41,33,4
c138_a2,32,36,14,56,37,36
c774_a1,41,89,3,33,21,24
c686_a1,44,63,23,27,17,37
d1662_a1,20,52,8,83,39,10
c819_a1,28,36,24,89,31,4
d1251_a1,28,49,13,64,25,33
c821_a1,39,60,16,43,32,22
c241_a1,31,49,8,34,30,60
c301_a3,54,72,5,54,28,0
c216_a1,39,50,14,43,25,42
c512_a1,43,48,13,61,19,30
b13_a5,43,45,5,73,23,26
c200_a1,20,38,12,80,19,46
c240_a1,73,90,1,27,24,0
d1090_a1,46,69,9,46,36,9
d1803_a1,75,74,5,15,10,36
c635_a1,51,77,5,42,16,25
c561_a1,27,62,14,37,38,39
c239_a2,25,84,10,41,20,38
c953_a1,29,35,14,94,28,18
c597_a1,26,58,11,43,25,55
c637_a1,50,67,6,21,46,29
c536_a2,35,43,17,71,35,18
c598_a1,36,55,10,33,29,56
c890_a1,51,67,13,20,24,44
c426_a1,41,61,14,31,25,47
b12_a1,25,33,8,137,17,0
c398_a1,31,62,10,42,28,47
c955_a1,29,48,18,72,34,20
c822_a1,44,63,16,41,23,35
c174_a1,47,52,10,70,44,0
c193_a1,31,28,18,60,32,54
c483_a1,63,61,5,51,37,6
c133_a1,35,40,13,38,35,62
c534_a1,44,53,15,52,36,23
c484_a1,38,52,21,28,34,50
c374_a1,51,62,13,32,17,48
d1017_a3,34,51,26,85,16,12
c215_a1,36,43,11,53,49,32
d1176_a1,23,64,30,48,39,20
c270_a1,29,38,19,40,33,65
c629_a2,41,45,2,58,48,31
c371_a1,33,49,6,49,30,58
c449_a1,42,51,9,46,18,60
c192_a1,32,51,11,49,31,52
c823_a1,43,56,20,39,35,33
c332_a1,29,45,17,66,30,39
c481_a1,47,51,25,57,37,11
c373_a1,32,41,20,45,28,62
c132_a1,52,64,10,63,27,12
c952_a1,33,65,12,69,24,26
a1_b49,27,38,26,63,42,33
c139_a2,57,96,1,47,25,3
c394_a1,64,85,3,28,41,8
c156_a1,39,47,17,39,25,62
c160_a2,26,38,10,50,39,67
c308_a1,29,41,14,80,18,49
c115_a1,27,32,11,83,23,55
c682_a1,29,30,23,118,29,2
a1_b32,32,52,15,53,24,56
c427_a1,33,60,16,47,21,55
c954_a1,58,63,11,22,32,46
c596_a1,36,36,24,99,32,6
c100_a1,31,35,9,103,16,40
c199_a1,26,36,19,62,37,54
c116_a2,20,74,1,109,22,8
b20_a6,31,47,17,62,42,36
c123_a3,33,49,15,43,53,42
c175_a1,35,41,21,34,42,62
c268_a1,37,57,19,42,35,45
c636_a1,33,66,12,40,37,48
c123_a2,19,45,15,53,41,64
c894_a1,55,54,14,27,19,68
c155_a1,46,55,4,74,36,23
c267_a1,75,81,0,60,15,7
c280_a2,62,109,3,45,10,10
c425_a2,41,65,13,45,20,57
c539_a1,43,35,18,35,26,84
c142_a1,46,48,15,58,32,43
c309_a1,45,41,20,56,33,47
c246_a3,29,61,29,76,38,10
c212_a2,80,104,0,37,20,2
b84_a2,19,22,10,72,65,55
c446_a2,52,79,7,39,12,55
c182_a1,50,52,17,47,36,42
d1354_a1,63,83,1,56,21,20
d1013_a1,48,57,5,76,33,25
c889_a1,34,40,20,77,39,35
c538_a1,39,47,28,41,42,48
c724_a1,49,70,12,77,37,1
c560_a1,62,82,11,31,28,32
d1012_a1,64,74,12,41,32,24
c535_a1,56,57,14,44,43,33
c397_a1,35,51,25,43,51,43
c165_a1,41,52,12,58,30,56
c595_a1,54,61,9,47,37,41
b97_a1,34,43,9,73,22,68
c536_a1,44,66,16,78,37,8
c547_a2,53,57,17,49,25,49
c446_a1,54,78,7,40,14,57
c395_a1,50,83,5,39,35,38
c238_a1,32,71,17,45,38,47
c482_a1,43,57,23,78,18,31
c357_a1,53,71,9,52,41,26
c888_a1,50,57,16,81,44,4
c509_a1,34,41,24,105,37,11
b24_a2,59,65,2,80,23,24
c596_a2,25,34,27,119,37,11
c559_a1,64,74,13,36,19,48
c396_a1,31,53,20,59,31,60
c109_a1,36,53,9,49,27,81
c173_a1,42,55,16,50,33,59
c154_a1,51,72,3,80,13,37
b86_a1,70,122,0,42,7,16
c172_a1,37,50,15,57,35,63
c196_a4,48,72,12,43,34,49
c110_a1,36,49,12,66,20,75
d1174_a1,62,73,10,86,18,9
c448_a1,36,34,16,39,31,102
c725_a1,48,69,17,50,31,44
c269_a1,48,69,21,41,31,49
c237_a2,83,113,3,19,32,10
b90_a3,53,83,11,48,13,52
c331_a1,40,42,21,28,23,106
b85_a1,48,49,8,125,18,12
c307_a1,51,45,20,49,45,50
c330_a1,39,59,21,64,22,56
c425_a1,53,53,17,50,33,56
b31_a2,81,90,2,38,47,4
c329_a1,54,77,22,46,33,30
c370_a1,48,60,13,52,39,50
a9_b11,55,78,8,25,27,70
c298_a4,60,78,15,71,12,27
c225_a1,40,58,8,47,27,83
c164_a1,32,62,25,65,75,4
d1011_a1,59,59,23,83,31,8
c424_a1,39,61,16,73,29,46
c447_a1,45,60,10,44,53,53
c387_a2,65,77,11,43,43,27
c818_a1,44,65,8,98,31,20
c949_a1,57,77,21,51,50,10
b92_a1,29,38,21,111,23,45
b54_a1,32,48,8,80,17,82
d1250_a1,67,86,16,47,27,25
c191_a1,31,53,7,105,34,38
d1353_a1,55,55,12,99,21,26
c558_a1,54,74,11,40,30,59
c114_a1,51,63,8,68,33,46
a2_a3,32,51,16,138,25,7
c533_a1,32,65,20,92,25,35
c285_a1,44,57,5,120,24,19
c139_a4,35,58,21,54,39,63
c817_a1,70,83,23,38,22,34
c153_a1,31,39,25,92,37,48
c259_a2,48,61,15,52,31,65
c887_a1,54,65,13,85,38,18
c206_a1,46,92,5,57,36,37
c348_a3,58,106,5,53,52,0
c532_a1,40,55,33,51,40,55
c951_a1,74,144,2,21,23,11
c328_a1,56,88,16,33,40,42
c284_a1,119,133,0,19,3,1
d1088_a1,68,63,20,67,22,36
c356_a1,66,67,11,44,29,59
c190_a1,61,75,9,52,32,48
c680_a1,63,77,17,75,38,8
c392_a1,40,88,25,53,23,49
a1_b15,40,76,8,121,34,0
c247_a2,56,75,23,62,51,12
c681_a1,51,88,15,52,29,44
b90_a2,72,117,0,36,35,19
c948_a1,41,60,24,90,52,12
c224_a1,60,59,16,74,23,50
a1_b52,32,43,21,120,43,24
d1089_a1,49,78,15,74,32,35
c816_a1,53,86,10,57,22,55
c214_a1,49,87,23,53,47,26
a1_b11,54,84,6,104,38,0
c423_a1,56,83,13,61,31,43
b71_a1,48,69,9,73,44,45
c355_a1,54,78,19,59,3,75
a5_a5,68,95,0,44,70,12
c772_a1,63,58,22,76,20,50
c480_a1,54,51,10,82,38,55
c163_a1,50,70,18,73,40,39
c250_a1,35,46,23,53,37,97
c298_a3,66,87,17,68,25,29
c947_a1,52,80,27,89,36,8
c886_a1,55,71,21,85,36,26
c369_a1,54,64,26,51,55,44
d1802_a1,67,122,7,62,17,19
c481_a4,65,93,18,62,40,19
c723_a1,47,58,27,87,40,39
c327_a1,55,93,5,67,22,56
c950_a1,29,82,26,119,40,2
c773_a1,53,70,19,46,45,65
c507_a1,45,58,21,72,48,54
c189_a1,53,74,15,66,22,68
c237_a1,48,54,18,71,49,59
d1352_a1,67,101,2,78,18,33
c393_a1,53,54,22,43,36,92
b75_a1,26,36,25,127,28,59
c113_a1,51,59,16,79,24,73
c506_a1,67,113,10,64,37,12
c152_a1,55,79,15,80,29,45
c353_a1,52,55,26,99,33,39
c510_a1,52,112,26,76,8,32
c508_a1,61,82,9,77,56,21
c131_a2,40,73,18,80,42,55
c722_a1,44,63,18,121,36,27
c354_a1,51,48,20,41,29,121
c594_a1,79,109,14,41,41,26
c634_a1,36,81,21,50,32,90
b69_a3,60,84,15,71,47,34
b96_a1,44,65,14,56,30,102
c632_a1,52,61,11,94,47,47
a2_a4,76,86,1,105,45,0
b62_a1,52,71,35,86,55,14
c266_a1,55,56,30,78,43,51
c348_a2,54,79,28,90,65,0
a1_b16,36,56,18,129,30,47
c306_a1,35,64,34,69,46,68
c249_a1,47,83,25,61,28,72
d1087_a1,68,89,16,92,13,39
c505_a1,54,119,24,65,26,32
d1801_a1,80,84,19,97,21,20
c198_a1,51,59,28,84,33,67
a8_a4,43,48,26,62,49,95
b23_a1,35,51,12,105,30,90
c185_a5,63,93,8,49,37,74
c633_a1,68,69,19,76,59,35
c946_a1,61,107,17,83,27,31
c421_a1,80,99,17,71,39,21
c325_a1,61,88,21,68,57,33
c125_a1,48,57,26,78,31,88
c223_a1,56,80,22,54,43,74
d1800_a1,95,116,7,72,37,2
c326_a1,80,89,19,49,62,30
c162_a1,19,36,12,147,71,48
c391_a1,62,104,14,60,32,63
c108_a1,55,79,18,95,59,30
c279_a2,85,93,8,71,54,25
c162_a2,27,26,18,98,80,87
c631_a1,39,53,29,139,35,42
b59_a2,45,69,11,81,71,62
c131_a1,60,67,15,60,44,95
c304_a1,85,163,1,32,38,22
c771_a1,68,118,16,46,48,47
c188_a1,70,127,16,52,24,54
c679_a1,70,115,17,59,44,39
b68_a2,77,91,12,82,58,25
c161_a1,40,66,25,90,56,68
b15_a2,32,67,35,107,52,54
c678_a1,81,100,16,78,36,36
d1173_a1,52,91,27,110,35,34
c815_a1,60,92,19,126,33,21
c593_a1,45,54,35,147,57,13
b95_a1,59,81,23,62,64,63
b24_a1,99,123,0,88,41,3
b74_a1,63,90,33,109,37,23
b82_a1,42,83,18,61,30,122
c130_a1,36,72,33,100,43,73
c107_a1,58,78,26,96,28,71
c205_a1,64,83,38,62,74,37
c204_a1,76,101,14,94,29,44
c422_a1,67,112,24,39,48,70
c301_a2,62,71,23,150,30,25
c348_a4,58,90,32,114,68,0
c305_a1,56,65,18,122,42,59
c298_a2,108,162,7,59,20,8
c265_a1,45,70,15,88,39,108
b94_a1,48,64,34,112,60,47
b51_a2,115,174,3,28,38,8
c283_a1,49,59,26,78,46,108
c352_a1,46,62,34,109,42,74
c221_a1,57,98,20,86,47,61
c236_a1,70,87,28,63,43,81
c139_a3,75,79,24,135,40,20
b59_a3,56,78,19,117,48,56
c128_a2,103,135,1,58,56,22
c210_a1,121,159,1,40,51,3
c282_a1,68,107,23,69,35,75
a1_b18,59,69,23,127,32,69
c531_a1,50,72,33,157,53,16
c592_a1,91,119,15,58,42,56
c390_a1,57,81,18,110,62,53
a1_a5,55,85,13,193,35,1
b17_a1,54,59,25,157,29,59
c420_a1,67,64,20,99,52,83
b38_a1,52,80,30,147,72,8
c770_a1,59,99,24,108,37,63
b32_a2,74,96,20,100,59,41
c368_a1,76,95,25,74,42,78
c504_a1,49,102,24,97,44,74
c503_a1,112,125,18,63,25,48
c247_a1,73,101,27,122,46,23
c389_a1,89,114,15,63,31,80
b45_a2,67,109,15,102,21,79
c557_a1,75,104,28,112,47,27
c212_a1,72,91,23,78,55,75
a9_a9,55,98,37,54,54,100
b53_a1,58,70,47,146,77,0
c151_a1,67,95,21,75,48,92
c197_a1,62,108,24,98,49,59
c107_a2,73,91,26,92,50,68
c721_a1,110,135,17,57,27,56
b42_a1,79,75,42,112,91,4
b69_a2,86,104,24,56,52,81
c211_a1,52,77,26,85,61,102
c213_a1,73,110,24,71,41,85
c235_a1,66,68,25,103,54,88
c248_a1,66,92,28,120,44,55
c264_a1,71,99,32,72,47,85
c281_a1,76,125,16,112,28,49
c222_a1,64,125,16,69,44,89
c419_a1,74,96,21,74,36,106
a9_b13,84,136,11,72,57,51
c136_a2,60,78,36,81,55,101
c171_a1,53,77,19,121,51,90
b46_a1,56,90,26,103,57,79
b39_a3,81,96,23,79,63,70
c530_a1,53,92,36,86,41,111
c502_a1,68,98,29,90,42,92
c303_a1,99,108,16,91,21,84
b41_a1,76,119,17,149,61,1
a3_a2,51,63,30,164,54,62
c885_a1,77,85,35,133,65,33
c351_a1,76,115,21,90,37,89
c367_a1,64,113,36,105,58,52
d1086_a1,117,115,16,83,24,75
c944_a1,85,129,1,110,54,51
c136_a3,97,142,5,71,85,31
c160_a1,69,104,22,107,52,77
c630_a1,96,128,24,90,31,62
c106_a1,78,92,29,99,42,92
c366_a1,65,89,10,176,38,55
c119_a1,139,145,4,87,59,0
c324_a1,74,109,23,89,58,87
c445_a1,114,138,16,95,30,48
c220_a1,79,135,39,83,37,68
a8_a7,74,113,11,102,67,78
a2_a2,67,105,14,188,72,0
c147_a1,73,91,33,94,87,68
c239_a4,78,111,32,77,91,62
c479_a1,109,129,16,103,23,71
c529_a1,80,114,26,107,67,59
c443_a1,88,136,19,120,44,48
c945_a1,82,165,26,133,23,26
c280_a1,141,189,1,75,29,21
c476_a1,66,125,27,189,32,19
c473_a2,72,88,42,167,46,44
c350_a1,88,106,23,78,39,126
c477_a1,94,162,25,105,46,32
c883_a1,89,122,27,105,63,59
c323_a1,107,110,20,115,23,94
c185_a6,81,219,14,89,45,24
c444_a1,108,122,20,69,54,101
c160_a3,112,131,26,131,30,44
c301_a1,65,124,25,145,74,42
a1_b29,123,160,20,54,41,77
a1_b17,104,132,33,140,51,16
c104_a1,95,172,20,61,39,92
c478_a1,93,126,17,141,60,46
c263_a1,110,143,26,80,25,100
a1_b10,55,63,27,172,48,121
c388_a1,105,132,25,78,52,94
c279_a1,71,180,19,104,54,60
c105_a1,88,93,26,61,22,198
c884_a1,132,199,13,66,30,52
c475_a1,111,103,20,130,61,69
c196_a2,124,216,9,61,65,21
c181_a1,145,227,1,58,45,22
c628_a2,132,239,10,51,21,46
c302_a1,95,90,48,150,103,15
a1_a7,83,127,15,226,52,1
c629_a1,128,178,16,113,56,14
a5_a3,66,79,49,126,88,99
b48_a1,73,103,29,175,39,88
b20_a4,75,115,41,81,97,105
b81_a1,91,133,24,93,45,128
