Percent subgroups	3_GP_06_08_10_	4_GP_06_08_09_10_	2_GP_06_09_	2_GP_06_08_	1_GP_09_	1_GP_08_	2_GP_08_10_	3_GP_06_09_10_	2_GP_06_10_	3_GP_06_08_09_	1_GP_06_	2_GP_08_09_	1_GP_10_	3_GP_08_09_10_	2_GP_09_10_	OnePepPercent
0.07853352159306685	0	1602	0	0	0	0	0	1	0	0	0	0	0	10	0	0.0
0.07809533083402308	0	1594	0	0	0	0	0	1	0	0	0	0	0	9	0	0.0
0.07775451579921126	0	1587	0	0	0	0	0	1	0	0	0	0	0	9	0	0.0
0.07731632504016749	0	1578	0	0	0	0	0	1	0	0	0	0	0	9	0	0.0
0.07678075855689177	0	1568	0	0	0	0	0	1	0	0	0	0	0	8	0	0.0
0.07609912848726813	0	1555	0	0	0	0	0	1	0	0	0	0	0	7	0	0.0
0.07566093772822435	0	1546	0	0	0	0	0	1	0	0	0	0	0	7	0	0.0
0.07517405910706461	0	1536	0	0	0	0	0	1	0	0	0	0	0	7	0	0.0
0.07454111689955695	0	1523	0	0	0	0	0	1	0	0	0	0	0	7	0	0.0
0.07405423827839719	0	1513	0	0	0	0	0	1	0	0	0	0	0	7	0	0.0
0.07342129607088953	0	1501	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.0726909781391499	0	1486	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.07220409951799016	0	1476	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.07166853303471445	0	1465	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.07123034227567067	0	1456	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.0709869029650908	0	1451	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.07035396075758313	0	1438	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.06991576999853936	0	1429	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.06972101855007547	0	1425	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.06913676420468377	0	1413	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.06899070061833584	0	1410	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.06840644627294415	0	1398	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.0679195676517844	0	1388	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.06733531330639271	0	1376	0	0	0	0	0	1	0	0	0	0	0	6	0	0.0
0.06670237109888505	0	1364	0	0	0	0	0	1	0	0	0	0	0	5	0	0.0
0.06606942889137737	0	1351	0	0	0	0	0	1	0	0	0	0	0	5	0	0.0
0.06563123813233361	0	1342	0	0	0	0	0	1	0	0	0	0	0	5	0	0.0
0.06514435951117387	0	1333	0	0	0	0	0	1	0	0	0	0	0	4	0	0.0
0.06456010516578217	0	1321	0	0	0	0	0	1	0	0	0	0	0	4	0	0.0
0.06407322654462243	0	1311	0	0	0	0	0	1	0	0	0	0	0	4	0	0.0
0.06363503578557865	0	1302	0	0	0	0	0	1	0	0	0	0	0	4	0	0.0
0.06329422075076684	0	1295	0	0	0	0	0	1	0	0	0	0	0	4	0	0.0
0.06295340571595501	0	1288	0	0	0	0	0	1	0	0	0	0	0	4	0	0.0
0.06217439992209942	0	1273	0	0	0	0	0	1	0	0	0	0	0	3	0	0.0
0.06159014557670773	0	1262	0	0	0	0	0	0	0	0	0	0	0	3	0	0.0
0.06120064267977993	0	1254	0	0	0	0	0	0	0	0	0	0	0	3	0	0.0
0.06081113978285214	0	1246	0	0	0	0	0	0	0	0	0	0	0	3	0	0.0
0.06037294902380837	0	1237	0	0	0	0	0	0	0	0	0	0	0	3	0	0.0
0.05988607040264862	0	1227	0	0	0	0	0	0	0	0	0	0	0	3	0	0.0
0.05920444033302498	0	1213	0	0	0	0	0	0	0	0	0	0	0	3	0	0.0
0.058814937436097184	0	1205	0	0	0	0	0	0	0	0	0	0	0	3	0	0.0
0.05823068309070549	0	1194	0	0	0	0	0	0	0	0	0	0	0	2	0	0.0
0.05769511660742977	0	1183	0	0	0	0	0	0	0	0	0	0	0	2	0	0.0
0.057256925848386	0	1174	0	0	0	0	0	0	0	0	0	0	0	2	0	0.0
0.05691611081357418	0	1167	0	0	0	0	0	0	0	0	0	0	0	2	0	0.0
0.05628316860606651	0	1155	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0
0.05565022639855884	0	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.05535809922586299	0	1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.05501728419105117	0	1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.05462778129412337	0	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.05428696625931155	0	1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.053994839086615704	0	1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.05375139977603583	0	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.053459272603339984	0	1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.05311845756852816	0	1091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.05268026680948439	0	1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.052485515361020495	0	1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.05219338818832465	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.0520960124640927	0	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.0517065095671649	0	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.051414382394469056	0	1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.050976191635425286	0	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.050732752324845413	0	1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.05024587370368567	0	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.050002434393105796	0	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.049758995082525924	0	1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04951555577194605	0	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04897998928867033	0	1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04863917425385851	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.048347047081162664	0	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.048152295632698766	0	989	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04786016846000292	0	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04766541701153902	0	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04742197770095915	0	974	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04708116266614733	0	967	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04688641121768343	0	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04625346901017576	0	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04591265397536394	0	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04562052680266809	0	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04547446321632017	0	934	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.0452310239057403	0	929	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.044987584595160425	0	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04479283314669653	0	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.044646769560348604	0	917	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04440333024976873	0	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.044111203077072884	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04381907590437704	0	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.043478260869565216	0	893	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04318613369686937	0	887	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04289400652417352	0	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.042699255075709625	0	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.0425531914893617	0	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.042261064316665854	0	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04196893714397001	0	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.041725497833390135	0	857	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04167680997127416	0	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04148205852281026	0	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.041384682798578314	0	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.041287307074346365	0	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04104386776376649	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04094649203953454	0	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04080042845318662	0	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
